transaction_id,atm_location,transaction_type,amount,transaction_time,customer_id,status,date,hour,day_of_week,month
TXN202604190429,Business District,balance_check,0.0,2026-03-29 09:24:14.872275,CUST4056,success,2026-03-29,9,Sunday,March
TXN202604190430,University Campus Science,withdrawal,98.14,2026-04-06 15:19:14.872290,CUST9128,success,2026-04-06,15,Monday,April
TXN202604190431,Hospital Complex,balance_check,0.0,2026-04-17 04:59:14.872307,CUST2854,success,2026-04-17,4,Friday,April
TXN202604190432,Shopping Mall South,balance_check,0.0,2026-04-03 19:29:14.872320,CUST6608,success,2026-04-03,19,Friday,April
TXN202604190433,Hospital Complex,withdrawal,297.17,2026-04-08 09:59:14.872332,CUST8662,success,2026-04-08,9,Wednesday,April
TXN202604190434,Airport Terminal,deposit,1859.69,2026-04-05 02:35:14.872349,CUST4251,success,2026-04-05,2,Sunday,April
TXN202604190435,Hospital Complex,balance_check,0.0,2026-04-19 03:35:14.872364,CUST4257,success,2026-04-19,3,Sunday,April
TXN202604190436,Business District,withdrawal,106.28,2026-04-18 09:59:14.872377,CUST8313,success,2026-04-18,9,Saturday,April
TXN202604190437,Hospital Complex,withdrawal,91.45,2026-04-16 17:51:14.872393,CUST4755,success,2026-04-16,17,Thursday,April
TXN202604190438,Downtown Branch,withdrawal,194.88,2026-04-07 16:17:14.872409,CUST6139,success,2026-04-07,16,Tuesday,April
TXN202604190439,Residential Area East,withdrawal,21.19,2026-03-27 18:23:14.872426,CUST9267,success,2026-03-27,18,Friday,March
TXN202604190440,Shopping Mall South,deposit,239.92,2026-04-09 02:52:14.872444,CUST4738,success,2026-04-09,2,Thursday,April
TXN202604190441,Shopping Mall North,balance_check,0.0,2026-03-29 05:26:14.872459,CUST7472,success,2026-03-29,5,Sunday,March
TXN202604190442,Residential Area East,withdrawal,279.52,2026-04-05 03:53:14.872473,CUST4025,success,2026-04-05,3,Sunday,April
TXN202604190443,Hospital Complex,deposit,390.95,2026-04-16 18:19:14.872493,CUST1100,success,2026-04-16,18,Thursday,April
TXN202604190444,Downtown Branch,withdrawal,91.22,2026-04-10 08:12:14.872508,CUST4230,success,2026-04-10,8,Friday,April
TXN202604190445,Hospital Complex,withdrawal,296.98,2026-04-19 03:51:14.872524,CUST7458,success,2026-04-19,3,Sunday,April
TXN202604190446,Airport Terminal,withdrawal,293.09,2026-03-29 18:48:14.872541,CUST2446,success,2026-03-29,18,Sunday,March
TXN202604190447,Downtown Branch,withdrawal,42.83,2026-04-09 15:55:14.872558,CUST5211,success,2026-04-09,15,Thursday,April
TXN202604190448,Business District,withdrawal,276.81,2026-03-26 05:33:14.872577,CUST8418,success,2026-03-26,5,Thursday,March
TXN202604190449,Sports Stadium,transfer,805.32,2026-04-18 16:34:14.872595,CUST3235,success,2026-04-18,16,Saturday,April
TXN202604190450,Hospital Complex,withdrawal,112.62,2026-04-05 16:07:14.872780,CUST8147,success,2026-04-05,16,Sunday,April
TXN202604190451,Business District,withdrawal,301.69,2026-04-17 23:34:14.872810,CUST1425,success,2026-04-17,23,Friday,April
TXN202604190452,Train Station Central,deposit,1975.95,2026-03-23 19:42:14.872829,CUST1074,failed,2026-03-23,19,Monday,March
TXN202604190453,Airport Terminal,withdrawal,310.64,2026-04-02 01:15:14.872846,CUST5372,success,2026-04-02,1,Thursday,April
TXN202604190454,Tourist Center,balance_check,0.0,2026-03-28 18:58:14.872862,CUST4430,failed,2026-03-28,18,Saturday,March
TXN202604190455,Hospital Complex,withdrawal,469.24,2026-04-07 18:59:14.872876,CUST5356,success,2026-04-07,18,Tuesday,April
TXN202604190456,Airport Terminal,withdrawal,157.93,2026-04-13 17:33:14.872892,CUST9943,success,2026-04-13,17,Monday,April
TXN202604190457,Downtown Branch,withdrawal,98.89,2026-04-08 15:11:14.872908,CUST3354,success,2026-04-08,15,Wednesday,April
TXN202604190458,Downtown Branch,withdrawal,106.1,2026-03-27 02:08:14.872929,CUST1627,success,2026-03-27,2,Friday,March
TXN202604190459,Shopping Mall South,transfer,313.44,2026-04-17 07:28:14.872946,CUST5769,success,2026-04-17,7,Friday,April
TXN202604190460,Downtown Branch,withdrawal,157.19,2026-03-25 18:33:14.872960,CUST6252,success,2026-03-25,18,Wednesday,March
TXN202604190461,Hospital Complex,withdrawal,39.69,2026-03-30 23:37:14.872977,CUST1343,success,2026-03-30,23,Monday,March
TXN202604190462,Shopping Mall North,withdrawal,106.38,2026-04-09 15:49:14.873004,CUST1579,success,2026-04-09,15,Thursday,April
TXN202604190463,Shopping Mall South,withdrawal,21.62,2026-03-29 22:44:14.873021,CUST2425,success,2026-03-29,22,Sunday,March
TXN202604190464,Hospital Complex,balance_check,0.0,2026-03-30 23:14:14.873037,CUST5225,success,2026-03-30,23,Monday,March
TXN202604190465,Shopping Mall South,withdrawal,43.95,2026-04-03 22:11:14.873050,CUST6472,success,2026-04-03,22,Friday,April
TXN202604190466,Downtown Branch,deposit,1256.55,2026-03-29 03:18:14.873066,CUST7031,success,2026-03-29,3,Sunday,March
TXN202604190467,Train Station Central,withdrawal,167.6,2026-04-11 18:38:14.873081,CUST3452,success,2026-04-11,18,Saturday,April
TXN202604190468,Airport Terminal,withdrawal,119.59,2026-04-11 23:28:14.873102,CUST5404,success,2026-04-11,23,Saturday,April
TXN202604190469,Business District,deposit,1475.05,2026-04-09 22:22:14.873118,CUST6451,success,2026-04-09,22,Thursday,April
TXN202604190470,University Campus Main,withdrawal,97.18,2026-04-18 02:19:14.873133,CUST7905,failed,2026-04-18,2,Saturday,April
TXN202604190471,Sports Stadium,withdrawal,80.67,2026-04-15 18:54:14.873155,CUST7372,success,2026-04-15,18,Wednesday,April
TXN202604190472,Airport Terminal,deposit,326.01,2026-03-30 02:17:14.873197,CUST2591,success,2026-03-30,2,Monday,March
TXN202604190473,Business District,withdrawal,19.01,2026-04-12 22:37:14.873238,CUST5793,success,2026-04-12,22,Sunday,April
TXN202604190474,Shopping Mall South,withdrawal,136.22,2026-04-12 07:06:14.873260,CUST6549,success,2026-04-12,7,Sunday,April
TXN202604190475,University Campus Main,withdrawal,94.95,2026-04-04 08:23:14.873286,CUST4276,success,2026-04-04,8,Saturday,April
TXN202604190476,Downtown Branch,withdrawal,518.99,2026-04-11 17:59:14.873308,CUST1042,success,2026-04-11,17,Saturday,April
TXN202604190477,Shopping Mall South,withdrawal,213.99,2026-03-22 01:01:14.873325,CUST9541,failed,2026-03-22,1,Sunday,March
TXN202604190478,Residential Area West,balance_check,0.0,2026-04-07 17:00:14.873341,CUST4797,success,2026-04-07,17,Tuesday,April
TXN202604190479,University Campus Main,withdrawal,40.99,2026-04-09 22:29:14.873354,CUST6771,success,2026-04-09,22,Thursday,April
TXN202604190480,Residential Area East,withdrawal,196.08,2026-04-03 18:35:14.873370,CUST8936,success,2026-04-03,18,Friday,April
TXN202604190481,University Campus Science,withdrawal,286.52,2026-04-03 03:40:14.873386,CUST6138,success,2026-04-03,3,Friday,April
TXN202604190482,Residential Area West,balance_check,0.0,2026-04-12 17:44:14.873402,CUST4393,success,2026-04-12,17,Sunday,April
TXN202604190483,Shopping Mall North,balance_check,0.0,2026-03-31 05:05:14.873420,CUST3943,success,2026-03-31,5,Tuesday,March
TXN202604190484,Residential Area West,withdrawal,363.69,2026-03-27 15:08:14.873433,CUST1258,failed,2026-03-27,15,Friday,March
TXN202604190485,Shopping Mall North,withdrawal,85.69,2026-04-13 23:49:14.873450,CUST7348,success,2026-04-13,23,Monday,April
TXN202604190486,Airport Terminal,withdrawal,199.77,2026-04-10 15:06:14.873465,CUST7929,success,2026-04-10,15,Friday,April
TXN202604190487,Airport Terminal,withdrawal,99.6,2026-04-03 18:22:14.873484,CUST4387,success,2026-04-03,18,Friday,April
TXN202604190488,Downtown Branch,withdrawal,193.79,2026-04-16 16:18:14.873501,CUST6344,success,2026-04-16,16,Thursday,April
TXN202604190489,Downtown Branch,balance_check,0.0,2026-03-24 00:47:14.873517,CUST1066,success,2026-03-24,0,Tuesday,March
TXN202604190490,Hospital Complex,withdrawal,207.47,2026-04-18 20:00:14.873531,CUST6628,failed,2026-04-18,20,Saturday,April
TXN202604190491,Tourist Center,withdrawal,281.04,2026-03-20 18:36:14.873547,CUST2630,success,2026-03-20,18,Friday,March
TXN202604190492,Shopping Mall South,withdrawal,110.34,2026-03-31 13:25:14.873564,CUST7968,success,2026-03-31,13,Tuesday,March
TXN202604190493,Downtown Branch,balance_check,0.0,2026-04-03 03:24:14.873580,CUST5461,success,2026-04-03,3,Friday,April
TXN202604190494,Shopping Mall South,withdrawal,403.3,2026-04-13 16:51:14.873593,CUST2094,success,2026-04-13,16,Monday,April
TXN202604190495,Hospital Complex,withdrawal,213.67,2026-03-30 03:35:14.873609,CUST9493,success,2026-03-30,3,Monday,March
TXN202604190496,Tourist Center,withdrawal,210.86,2026-03-31 12:40:14.873626,CUST2094,success,2026-03-31,12,Tuesday,March
TXN202604190497,Residential Area East,withdrawal,196.3,2026-03-23 23:16:14.873641,CUST5360,success,2026-03-23,23,Monday,March
TXN202604190498,Residential Area East,transfer,288.64,2026-04-11 18:17:14.873657,CUST8976,success,2026-04-11,18,Saturday,April
TXN202604190499,Shopping Mall South,balance_check,0.0,2026-04-13 17:34:14.873672,CUST6703,success,2026-04-13,17,Monday,April
TXN202604190500,Residential Area East,withdrawal,194.38,2026-03-21 19:00:14.873685,CUST8365,success,2026-03-21,19,Saturday,March
TXN202604190501,Shopping Mall South,withdrawal,43.59,2026-03-31 08:24:14.873704,CUST7007,success,2026-03-31,8,Tuesday,March
TXN202604190502,Residential Area West,withdrawal,428.32,2026-03-31 15:52:14.873720,CUST5936,success,2026-03-31,15,Tuesday,March
TXN202604190503,Downtown Branch,transfer,856.39,2026-03-22 17:57:14.873737,CUST8626,success,2026-03-22,17,Sunday,March
TXN202604190504,University Campus Main,withdrawal,464.36,2026-03-31 22:29:14.873752,CUST5440,success,2026-03-31,22,Tuesday,March
TXN202604190505,Business District,withdrawal,315.9,2026-04-14 00:00:14.873768,CUST1260,success,2026-04-14,0,Tuesday,April
TXN202604190506,Residential Area West,withdrawal,192.39,2026-03-24 23:08:14.873785,CUST4532,success,2026-03-24,23,Tuesday,March
TXN202604190507,Airport Terminal,withdrawal,152.28,2026-03-24 20:19:14.873803,CUST6525,success,2026-03-24,20,Tuesday,March
TXN202604190508,Train Station Central,balance_check,0.0,2026-04-09 15:55:14.873819,CUST3853,success,2026-04-09,15,Thursday,April
TXN202604190509,Shopping Mall South,withdrawal,39.54,2026-04-13 13:34:14.873832,CUST2991,success,2026-04-13,13,Monday,April
TXN202604190510,Shopping Mall North,withdrawal,202.34,2026-04-17 17:53:14.873848,CUST8232,success,2026-04-17,17,Friday,April
TXN202604190511,Shopping Mall North,withdrawal,324.36,2026-03-25 05:29:14.873864,CUST9017,success,2026-03-25,5,Wednesday,March
TXN202604190512,Downtown Branch,withdrawal,173.04,2026-04-15 23:21:14.873880,CUST9897,success,2026-04-15,23,Wednesday,April
TXN202604190513,Residential Area East,withdrawal,100.15,2026-03-24 21:52:14.873896,CUST2168,success,2026-03-24,21,Tuesday,March
TXN202604190514,Shopping Mall North,withdrawal,388.89,2026-03-20 16:15:14.873912,CUST7356,success,2026-03-20,16,Friday,March
TXN202604190515,Business District,balance_check,0.0,2026-04-10 23:10:14.873929,CUST1361,failed,2026-04-10,23,Friday,April
TXN202604190516,Shopping Mall South,transfer,934.04,2026-04-12 23:15:14.873941,CUST3584,success,2026-04-12,23,Sunday,April
TXN202604190517,Train Station Central,withdrawal,207.73,2026-03-22 23:07:14.873956,CUST4904,success,2026-03-22,23,Sunday,March
TXN202604190518,University Campus Science,withdrawal,77.04,2026-04-11 02:28:14.873972,CUST4427,success,2026-04-11,2,Saturday,April
TXN202604190519,University Campus Main,balance_check,0.0,2026-04-16 18:48:14.873988,CUST2224,success,2026-04-16,18,Thursday,April
TXN202604190520,Shopping Mall North,withdrawal,191.28,2026-04-06 22:48:14.874001,CUST6191,success,2026-04-06,22,Monday,April
TXN202604190521,Train Station Central,balance_check,0.0,2026-04-08 17:09:14.874020,CUST3445,success,2026-04-08,17,Wednesday,April
TXN202604190522,Tourist Center,withdrawal,36.6,2026-04-12 06:42:14.874035,CUST3053,success,2026-04-12,6,Sunday,April
TXN202604190523,Shopping Mall South,balance_check,0.0,2026-04-10 08:50:14.874051,CUST5496,success,2026-04-10,8,Friday,April
TXN202604190524,Hospital Complex,deposit,243.75,2026-04-06 03:31:14.874064,CUST2622,success,2026-04-06,3,Monday,April
TXN202604190525,Industrial Zone,withdrawal,390.71,2026-03-30 02:44:14.874079,CUST8267,success,2026-03-30,2,Monday,March
TXN202604190526,Business District,withdrawal,108.71,2026-04-07 08:44:14.874098,CUST8408,success,2026-04-07,8,Tuesday,April
TXN202604190527,Residential Area East,withdrawal,273.45,2026-04-06 02:33:14.874115,CUST2841,success,2026-04-06,2,Monday,April
TXN202604190528,Residential Area East,withdrawal,39.65,2026-03-23 02:38:14.874132,CUST6904,success,2026-03-23,2,Monday,March
TXN202604190529,Residential Area East,balance_check,0.0,2026-03-29 17:40:14.874148,CUST2267,success,2026-03-29,17,Sunday,March
TXN202604190530,Shopping Mall North,deposit,1446.28,2026-04-19 04:10:14.874161,CUST1208,success,2026-04-19,4,Sunday,April
TXN202604190531,Downtown Branch,withdrawal,325.39,2026-03-28 12:40:14.874177,CUST8833,success,2026-03-28,12,Saturday,March
TXN202604190532,Train Station Central,withdrawal,199.3,2026-03-21 16:38:14.874194,CUST4448,success,2026-03-21,16,Saturday,March
TXN202604190533,Shopping Mall South,withdrawal,127.73,2026-04-08 02:05:14.874212,CUST2682,success,2026-04-08,2,Wednesday,April
TXN202604190534,Hospital Complex,transfer,398.37,2026-04-15 02:08:14.874234,CUST3847,success,2026-04-15,2,Wednesday,April
TXN202604190535,Airport Terminal,withdrawal,96.0,2026-03-28 16:43:14.874252,CUST3549,success,2026-03-28,16,Saturday,March
TXN202604190536,Shopping Mall South,withdrawal,361.99,2026-04-12 17:24:14.874273,CUST3095,pending,2026-04-12,17,Sunday,April
TXN202604190537,Shopping Mall North,withdrawal,303.61,2026-04-03 18:27:14.874289,CUST1888,success,2026-04-03,18,Friday,April
TXN202604190538,Shopping Mall North,withdrawal,409.12,2026-04-17 15:24:14.874305,CUST2395,success,2026-04-17,15,Friday,April
TXN202604190539,Business District,withdrawal,207.49,2026-03-29 06:40:14.874321,CUST7994,success,2026-03-29,6,Sunday,March
TXN202604190540,Shopping Mall North,deposit,1543.6,2026-04-17 19:24:14.874340,CUST4552,success,2026-04-17,19,Friday,April
TXN202604190541,Residential Area East,withdrawal,96.4,2026-03-30 12:49:14.874355,CUST7973,failed,2026-03-30,12,Monday,March
TXN202604190542,Downtown Branch,withdrawal,375.56,2026-04-19 03:49:14.874371,CUST8798,success,2026-04-19,3,Sunday,April
TXN202604190543,Shopping Mall North,balance_check,0.0,2026-03-27 16:00:14.874387,CUST9902,success,2026-03-27,16,Friday,March
TXN202604190544,Residential Area East,deposit,1496.05,2026-04-17 17:33:14.874400,CUST3118,success,2026-04-17,17,Friday,April
TXN202604190545,Industrial Zone,balance_check,0.0,2026-04-10 19:03:14.874417,CUST1942,failed,2026-04-10,19,Friday,April
TXN202604190546,Business District,withdrawal,174.28,2026-04-16 02:49:14.874430,CUST4357,success,2026-04-16,2,Thursday,April
TXN202604190547,Airport Terminal,withdrawal,20.99,2026-04-15 11:59:14.874447,CUST2693,success,2026-04-15,11,Wednesday,April
TXN202604190548,Business District,withdrawal,503.45,2026-03-30 01:50:14.874463,CUST9309,success,2026-03-30,1,Monday,March
TXN202604190549,Hospital Complex,withdrawal,323.07,2026-04-16 03:36:14.874478,CUST4027,success,2026-04-16,3,Thursday,April
TXN202604190550,Shopping Mall North,deposit,953.55,2026-04-02 04:00:14.874494,CUST7394,success,2026-04-02,4,Thursday,April
TXN202604190551,Shopping Mall North,balance_check,0.0,2026-03-28 19:03:14.874509,CUST5798,success,2026-03-28,19,Saturday,March
TXN202604190552,Shopping Mall North,balance_check,0.0,2026-03-23 00:01:14.874522,CUST4912,failed,2026-03-23,0,Monday,March
TXN202604190553,Airport Terminal,withdrawal,415.37,2026-03-27 23:42:14.874535,CUST8149,success,2026-03-27,23,Friday,March
TXN202604190554,Downtown Branch,balance_check,0.0,2026-03-25 02:30:14.874552,CUST8782,success,2026-03-25,2,Wednesday,March
TXN202604190555,Residential Area West,balance_check,0.0,2026-04-18 03:44:14.874565,CUST7762,success,2026-04-18,3,Saturday,April
TXN202604190556,Residential Area East,withdrawal,205.26,2026-03-30 02:13:14.874578,CUST3661,success,2026-03-30,2,Monday,March
TXN202604190557,Downtown Branch,deposit,208.3,2026-04-02 01:48:14.874595,CUST6946,success,2026-04-02,1,Thursday,April
TXN202604190558,Residential Area East,transfer,420.65,2026-03-26 18:56:14.874609,CUST6792,failed,2026-03-26,18,Thursday,March
TXN202604190559,Shopping Mall North,withdrawal,167.57,2026-03-27 15:27:14.874623,CUST7792,success,2026-03-27,15,Friday,March
TXN202604190560,Residential Area East,withdrawal,482.41,2026-04-08 03:08:14.874639,CUST4843,success,2026-04-08,3,Wednesday,April
TXN202604190561,Downtown Branch,balance_check,0.0,2026-04-12 16:06:14.874659,CUST9583,success,2026-04-12,16,Sunday,April
TXN202604190562,Shopping Mall South,transfer,736.64,2026-03-20 03:51:14.874673,CUST4608,success,2026-03-20,3,Friday,March
TXN202604190563,Airport Terminal,deposit,1846.35,2026-03-22 20:55:14.874688,CUST5838,success,2026-03-22,20,Sunday,March
TXN202604190564,Residential Area West,withdrawal,185.68,2026-04-06 22:45:14.874702,CUST4934,success,2026-04-06,22,Monday,April
TXN202604190565,Downtown Branch,withdrawal,460.28,2026-03-25 09:19:14.874718,CUST5473,success,2026-03-25,9,Wednesday,March
TXN202604190566,Industrial Zone,withdrawal,273.0,2026-04-06 22:49:14.874737,CUST5245,success,2026-04-06,22,Monday,April
TXN202604190567,Business District,withdrawal,510.46,2026-04-01 00:01:14.874753,CUST4555,success,2026-04-01,0,Wednesday,April
TXN202604190568,Airport Terminal,withdrawal,196.98,2026-03-25 14:47:14.874768,CUST4573,success,2026-03-25,14,Wednesday,March
TXN202604190569,Hospital Complex,withdrawal,42.97,2026-04-09 03:18:14.874785,CUST3450,success,2026-04-09,3,Thursday,April
TXN202604190570,Shopping Mall North,deposit,466.19,2026-03-19 17:05:14.874800,CUST4527,success,2026-03-19,17,Thursday,March
TXN202604190571,Sports Stadium,withdrawal,190.63,2026-04-01 03:05:14.874815,CUST6007,success,2026-04-01,3,Wednesday,April
TXN202604190572,Business District,withdrawal,128.26,2026-04-17 17:11:14.874832,CUST1491,success,2026-04-17,17,Friday,April
TXN202604190573,Downtown Branch,balance_check,0.0,2026-04-17 02:47:14.874848,CUST1499,success,2026-04-17,2,Friday,April
TXN202604190574,Residential Area West,balance_check,0.0,2026-04-18 05:50:14.874861,CUST5895,success,2026-04-18,5,Saturday,April
TXN202604190575,Airport Terminal,withdrawal,19.03,2026-04-07 16:14:14.874874,CUST6356,success,2026-04-07,16,Tuesday,April
TXN202604190576,Shopping Mall South,withdrawal,200.01,2026-04-15 18:26:14.874890,CUST7346,success,2026-04-15,18,Wednesday,April
TXN202604190577,Business District,transfer,378.65,2026-03-28 03:11:14.874906,CUST5616,success,2026-03-28,3,Saturday,March
TXN202604190578,Industrial Zone,balance_check,0.0,2026-04-17 23:15:14.874920,CUST1446,success,2026-04-17,23,Friday,April
TXN202604190579,Industrial Zone,withdrawal,42.67,2026-04-08 17:54:14.874936,CUST9137,failed,2026-04-08,17,Wednesday,April
TXN202604190580,Downtown Branch,withdrawal,183.24,2026-03-31 10:31:14.874952,CUST4362,success,2026-03-31,10,Tuesday,March
TXN202604190581,Hospital Complex,withdrawal,424.89,2026-04-05 03:28:14.874968,CUST2638,success,2026-04-05,3,Sunday,April
TXN202604190582,Shopping Mall South,withdrawal,207.29,2026-03-25 05:26:14.874984,CUST8943,success,2026-03-25,5,Wednesday,March
TXN202604190583,University Campus Main,deposit,495.04,2026-04-10 05:39:14.875000,CUST8020,success,2026-04-10,5,Friday,April
TXN202604190584,Hospital Complex,withdrawal,386.86,2026-04-07 22:08:14.875014,CUST9771,success,2026-04-07,22,Tuesday,April
TXN202604190585,Industrial Zone,balance_check,0.0,2026-04-15 02:31:14.875030,CUST6814,success,2026-04-15,2,Wednesday,April
TXN202604190586,Shopping Mall North,withdrawal,197.82,2026-03-30 15:37:14.875046,CUST4665,success,2026-03-30,15,Monday,March
TXN202604190587,Business District,balance_check,0.0,2026-04-02 03:59:14.875062,CUST3776,success,2026-04-02,3,Thursday,April
TXN202604190588,Downtown Branch,withdrawal,390.11,2026-04-16 23:33:14.875075,CUST1023,success,2026-04-16,23,Thursday,April
TXN202604190589,Sports Stadium,balance_check,0.0,2026-03-28 05:11:14.875091,CUST4738,success,2026-03-28,5,Saturday,March
TXN202604190590,Hospital Complex,transfer,852.09,2026-03-31 01:48:14.875104,CUST3441,success,2026-03-31,1,Tuesday,March
TXN202604190591,Residential Area West,withdrawal,390.16,2026-04-03 16:35:14.875119,CUST2100,success,2026-04-03,16,Friday,April
TXN202604190592,Sports Stadium,balance_check,0.0,2026-04-15 02:41:14.875135,CUST1687,success,2026-04-15,2,Wednesday,April
TXN202604190593,Residential Area East,withdrawal,284.68,2026-03-27 23:15:14.875148,CUST9400,success,2026-03-27,23,Friday,March
TXN202604190594,Hospital Complex,balance_check,0.0,2026-04-12 03:00:14.875165,CUST3424,failed,2026-04-12,3,Sunday,April
TXN202604190595,Residential Area East,withdrawal,96.0,2026-03-20 18:09:14.875179,CUST8850,success,2026-03-20,18,Friday,March
TXN202604190596,Shopping Mall North,deposit,606.01,2026-04-12 06:59:14.875194,CUST3488,success,2026-04-12,6,Sunday,April
TXN202604190597,Downtown Branch,withdrawal,285.89,2026-04-15 13:50:14.875209,CUST6597,pending,2026-04-15,13,Wednesday,April
TXN202604190598,Shopping Mall North,balance_check,0.0,2026-04-14 18:44:14.875237,CUST2475,success,2026-04-14,18,Tuesday,April
TXN202604190599,University Campus Main,withdrawal,329.23,2026-03-22 00:04:14.875253,CUST7211,success,2026-03-22,0,Sunday,March
TXN202604190600,Shopping Mall South,withdrawal,80.61,2026-04-03 18:25:14.875270,CUST2194,success,2026-04-03,18,Friday,April
TXN202604190601,Shopping Mall South,withdrawal,184.72,2026-04-16 21:54:14.875286,CUST7782,success,2026-04-16,21,Thursday,April
TXN202604190602,Hospital Complex,withdrawal,218.75,2026-03-31 18:25:14.875303,CUST3385,success,2026-03-31,18,Tuesday,March
TXN202604190603,Business District,withdrawal,319.55,2026-04-17 22:08:14.875319,CUST9410,success,2026-04-17,22,Friday,April
TXN202604190604,Downtown Branch,deposit,583.09,2026-04-17 15:44:14.875336,CUST9074,success,2026-04-17,15,Friday,April
TXN202604190605,Hospital Complex,withdrawal,102.4,2026-04-17 03:33:14.875350,CUST4389,success,2026-04-17,3,Friday,April
TXN202604190606,Downtown Branch,withdrawal,417.35,2026-04-15 17:33:14.875366,CUST7104,success,2026-04-15,17,Wednesday,April
TXN202604190607,Airport Terminal,withdrawal,101.97,2026-04-06 11:39:14.875386,CUST2181,success,2026-04-06,11,Monday,April
TXN202604190608,Hospital Complex,deposit,1412.28,2026-03-25 17:04:14.875402,CUST7729,success,2026-03-25,17,Wednesday,March
TXN202604190609,Business District,deposit,843.4,2026-03-28 03:27:14.875418,CUST5820,success,2026-03-28,3,Saturday,March
TXN202604190610,Shopping Mall South,withdrawal,294.76,2026-03-19 17:17:14.875432,CUST6358,success,2026-03-19,17,Thursday,March
TXN202604190611,University Campus Science,withdrawal,37.51,2026-03-25 18:28:14.875448,CUST6141,success,2026-03-25,18,Wednesday,March
TXN202604190612,Shopping Mall North,withdrawal,374.22,2026-04-01 08:56:14.875464,CUST1112,success,2026-04-01,8,Wednesday,April
TXN202604190613,Hospital Complex,withdrawal,297.42,2026-04-17 09:00:14.875480,CUST2287,success,2026-04-17,9,Friday,April
TXN202604190614,Train Station Central,withdrawal,201.83,2026-03-31 23:32:14.875495,CUST8038,success,2026-03-31,23,Tuesday,March
TXN202604190615,Shopping Mall South,withdrawal,273.5,2026-04-17 02:13:14.875511,CUST6332,success,2026-04-17,2,Friday,April
TXN202604190616,Residential Area West,withdrawal,94.41,2026-04-12 22:43:14.875527,CUST9977,success,2026-04-12,22,Sunday,April
TXN202604190617,Tourist Center,balance_check,0.0,2026-03-28 16:39:14.875543,CUST3747,success,2026-03-28,16,Saturday,March
TXN202604190618,Shopping Mall North,withdrawal,187.03,2026-04-11 18:47:14.875558,CUST3949,success,2026-04-11,18,Saturday,April
TXN202604190619,Downtown Branch,deposit,1879.69,2026-04-17 02:45:14.875575,CUST5864,success,2026-04-17,2,Friday,April
TXN202604190620,Residential Area East,withdrawal,133.54,2026-03-30 02:32:14.875589,CUST7474,success,2026-03-30,2,Monday,March
TXN202604190621,Tourist Center,withdrawal,185.58,2026-03-27 13:06:14.875605,CUST8195,success,2026-03-27,13,Friday,March
TXN202604190622,Hospital Complex,balance_check,0.0,2026-04-14 18:44:14.875622,CUST8519,success,2026-04-14,18,Tuesday,April
TXN202604190623,Downtown Branch,withdrawal,37.86,2026-03-24 20:56:14.875637,CUST4306,success,2026-03-24,20,Tuesday,March
TXN202604190624,Airport Terminal,withdrawal,190.39,2026-04-13 02:46:14.875654,CUST7507,success,2026-04-13,2,Monday,April
TXN202604190625,Downtown Branch,withdrawal,150.89,2026-03-26 22:29:14.875670,CUST7927,success,2026-03-26,22,Thursday,March
TXN202604190626,Business District,withdrawal,19.78,2026-03-21 05:54:14.875686,CUST1712,success,2026-03-21,5,Saturday,March
TXN202604190627,Train Station Central,balance_check,0.0,2026-04-01 22:17:14.875704,CUST8730,failed,2026-04-01,22,Wednesday,April
TXN202604190628,Business District,withdrawal,20.58,2026-04-01 05:09:14.875788,CUST7404,success,2026-04-01,5,Wednesday,April
TXN202604190629,Business District,deposit,707.01,2026-04-13 15:47:14.875805,CUST6671,success,2026-04-13,15,Monday,April
TXN202604190630,University Campus Main,withdrawal,54.26,2026-04-15 20:56:14.875820,CUST4555,success,2026-04-15,20,Wednesday,April
TXN202604190631,Business District,withdrawal,314.03,2026-04-12 02:45:14.875835,CUST8469,failed,2026-04-12,2,Sunday,April
TXN202604190632,Business District,balance_check,0.0,2026-04-16 17:03:14.875851,CUST2926,success,2026-04-16,17,Thursday,April
TXN202604190633,Residential Area East,withdrawal,182.46,2026-03-23 02:24:14.875865,CUST8941,success,2026-03-23,2,Monday,March
TXN202604190634,Tourist Center,withdrawal,21.99,2026-04-16 02:36:14.875881,CUST9968,success,2026-04-16,2,Thursday,April
TXN202604190635,University Campus Main,withdrawal,135.93,2026-04-04 15:12:14.875896,CUST1058,success,2026-04-04,15,Saturday,April
TXN202604190636,Shopping Mall South,withdrawal,97.49,2026-03-26 23:50:14.875913,CUST9951,success,2026-03-26,23,Thursday,March
TXN202604190637,Downtown Branch,withdrawal,271.0,2026-03-25 03:24:14.875929,CUST2757,success,2026-03-25,3,Wednesday,March
TXN202604190638,Business District,withdrawal,109.19,2026-03-30 23:10:14.875945,CUST6396,success,2026-03-30,23,Monday,March
TXN202604190639,Residential Area East,balance_check,0.0,2026-04-09 02:36:14.875964,CUST5221,success,2026-04-09,2,Thursday,April
TXN202604190640,Residential Area East,withdrawal,147.9,2026-04-01 03:35:14.875978,CUST9369,success,2026-04-01,3,Wednesday,April
TXN202604190641,Industrial Zone,transfer,653.13,2026-04-16 03:44:14.875994,CUST4199,success,2026-04-16,3,Thursday,April
TXN202604190642,Residential Area East,withdrawal,270.55,2026-03-26 04:02:14.876008,CUST1201,success,2026-03-26,4,Thursday,March
